,merchant_id,Cluster_k3_DB
595,M_ID_00d8542fba,1
596,M_ID_00d8d15a8b,1
597,M_ID_00d8d8d792,1
598,M_ID_00d8e1e694,1
599,M_ID_00d92520ff,1
600,M_ID_00d9ebf199,1
601,M_ID_00da1add15,1
602,M_ID_00da5cac00,1
603,M_ID_00da9015ac,1
604,M_ID_00da95cd76,2
605,M_ID_00db6043e3,1
606,M_ID_00db8a0bc7,1
607,M_ID_00dbf59b65,1
608,M_ID_00dc14506c,1
609,M_ID_00dcb209c0,1
610,M_ID_00ddd35afb,1
611,M_ID_00ddfa2523,1
612,M_ID_00df95adce,1
613,M_ID_00dfc35d37,1
614,M_ID_00dfd69582,0
615,M_ID_00e0c7e6b1,1
616,M_ID_00e0f0eb47,1
617,M_ID_00e131b73d,1
618,M_ID_00e14306de,1
619,M_ID_00e23a5a46,1
620,M_ID_00e2b70337,1
621,M_ID_00e2cfbe21,1
622,M_ID_00e362939a,1
623,M_ID_00e363c27f,1
624,M_ID_00e3e4af10,1
625,M_ID_00e404ce1c,1
626,M_ID_00e42e96e9,0
627,M_ID_00e460eda2,1
628,M_ID_00e49bd175,1
629,M_ID_00e4c2b055,1
630,M_ID_00e4c37e73,1
631,M_ID_00e4ef587d,1
632,M_ID_00e4f5478b,1
633,M_ID_00e538c2fa,1
634,M_ID_00e5ffaff6,1
635,M_ID_00e6baf52d,1
636,M_ID_00e8461621,1
637,M_ID_00e95de9d5,1
638,M_ID_00e9d50a09,1
639,M_ID_00e9d9ea6c,1
640,M_ID_00ea6d6dac,1
641,M_ID_00ea863462,1
642,M_ID_00eb4b1ca2,1
643,M_ID_00ebb80f53,1
644,M_ID_00ebbd59e8,1
645,M_ID_00ebdadb88,1
646,M_ID_00ec3182ae,1
647,M_ID_00ecc45603,1
648,M_ID_00ed08de65,1
649,M_ID_00ed379251,1
650,M_ID_00ee292e1b,1
651,M_ID_00ee34a5a9,1
652,M_ID_00eea04b25,1
653,M_ID_00ef02b030,1
654,M_ID_00ef0a2148,1
655,M_ID_00efbe0c7c,1
656,M_ID_00f001591a,1
657,M_ID_00f09408fb,1
658,M_ID_00f0f46a6b,1
659,M_ID_00f105fd5b,1
660,M_ID_00f141991f,1
661,M_ID_00f14402c5,1
662,M_ID_00f153a14f,1
663,M_ID_00f157acc1,1
664,M_ID_00f2399fdc,1
665,M_ID_00f24bdb1c,1
666,M_ID_00f25fb769,1
667,M_ID_00f28b6cd9,1
668,M_ID_00f2b1968a,1
669,M_ID_00f2f63c44,1
670,M_ID_00f31042a1,1
671,M_ID_00f3166864,1
672,M_ID_00f37e5543,1
673,M_ID_00f39e2e28,1
674,M_ID_00f3acc22e,1
675,M_ID_00f3ace0ec,1
676,M_ID_00f3cc6c80,1
677,M_ID_00f4ad6410,1
678,M_ID_00f50b6acf,1
679,M_ID_00f5fdbe04,1
680,M_ID_00f6af9abf,1
681,M_ID_00f6d89cc0,1
682,M_ID_00f803a717,1
683,M_ID_00f86a4171,1
684,M_ID_00f8ceee3d,1
685,M_ID_00f92a5c2a,1
686,M_ID_00f977a09f,1
687,M_ID_00f9ca6b02,1
688,M_ID_00f9ccb05d,1
689,M_ID_00f9d649b5,1
690,M_ID_00f9f89884,1
691,M_ID_00fa520591,1
692,M_ID_00fa7c5e43,1
693,M_ID_00fad79ed7,1
694,M_ID_00fb68e3e1,1
695,M_ID_00fba4b3f7,1
696,M_ID_00fbe60818,1
697,M_ID_00fbef59fc,1
698,M_ID_00fbf73ec3,1
699,M_ID_00fbf97dca,1
700,M_ID_00fc6bd1bf,1
701,M_ID_00fc6d7d3d,1
702,M_ID_00fcda3b23,1
703,M_ID_00fdcdd2ae,1
704,M_ID_00fe6b23b1,1
705,M_ID_00ff7ade75,1
706,M_ID_010005a921,1
707,M_ID_01001b9d41,1
708,M_ID_01002c1f09,1
709,M_ID_01002f671a,1
710,M_ID_01006035b9,1
711,M_ID_01007f9968,1
712,M_ID_010184221f,1
713,M_ID_01019837ca,1
714,M_ID_0102e074b4,1
715,M_ID_010313b79f,1
716,M_ID_010331d91d,1
717,M_ID_01044e7ffd,1
718,M_ID_0104ad8596,1
719,M_ID_0105645888,1
720,M_ID_01056ca461,1
721,M_ID_0105c2b337,1
722,M_ID_0105ee72c6,1
723,M_ID_0105fc87f5,0
724,M_ID_01066394ab,1
725,M_ID_0106e061b3,1
726,M_ID_0106f545bc,1
727,M_ID_01074eb2f5,1
728,M_ID_010785aaab,1
729,M_ID_0107ab0421,0
730,M_ID_010861e699,1
731,M_ID_0109011048,1
732,M_ID_0109519512,1
733,M_ID_0109589f0c,1
734,M_ID_01095addec,1
735,M_ID_010967f0ce,1
736,M_ID_0109a2659f,1
737,M_ID_0109ee487b,1
738,M_ID_010a183fd7,1
739,M_ID_010c1d03b6,1
740,M_ID_010ca95841,1
741,M_ID_010cc673c2,1
742,M_ID_010cf2e0d5,1
743,M_ID_010d717282,1
744,M_ID_010d776a7f,1
745,M_ID_010d8462c9,1
746,M_ID_010d9604da,1
747,M_ID_010ec2968e,1
748,M_ID_010f537024,1
749,M_ID_010f6fda7d,1
750,M_ID_010f92c97d,1
751,M_ID_010ff71360,1
752,M_ID_01112c637e,1
753,M_ID_01117f2452,1
754,M_ID_01119dbc4f,1
755,M_ID_011229044d,1
756,M_ID_01123db89c,1
757,M_ID_0112dda846,1
758,M_ID_01131c91da,1
759,M_ID_0113485fb2,1
760,M_ID_011531a177,1
761,M_ID_0115cc40c6,1
762,M_ID_011625e552,1
763,M_ID_01163bc139,1
764,M_ID_0116770f53,1
765,M_ID_01173c65d2,1
766,M_ID_01176c8efb,1
767,M_ID_01189fc19b,1
768,M_ID_011901afcb,1
769,M_ID_0119110d80,0
770,M_ID_01194180f2,1
771,M_ID_01196911cb,1
772,M_ID_011a07973c,1
773,M_ID_011a71d8bf,1
774,M_ID_011afc70cf,1
775,M_ID_011b70c56f,2
776,M_ID_011b7c123d,1
777,M_ID_011bb5f58f,1
778,M_ID_011cc97cd1,1
779,M_ID_011dd5ab09,1
780,M_ID_011e3a4537,1
781,M_ID_011ede8b9e,1
782,M_ID_011f6f9c29,1
783,M_ID_011fd615c8,1
784,M_ID_011fe4f32a,1
785,M_ID_01205cbf09,1
786,M_ID_0120993994,1
787,M_ID_0120b012e3,1
788,M_ID_0120fba79d,1
789,M_ID_01219ff439,1
790,M_ID_01220d18fa,1
791,M_ID_01223d85d2,1
792,M_ID_012253001d,1
793,M_ID_01229eea93,1
794,M_ID_0122bc7a6a,1
795,M_ID_0122fa16db,1
796,M_ID_012303af89,1
797,M_ID_0123a2a096,1
798,M_ID_0123baecd1,1
799,M_ID_01247282b6,1
800,M_ID_01249af850,2
801,M_ID_012530b52a,1
802,M_ID_012537ae0f,1
803,M_ID_0125f909fa,1
804,M_ID_0125fc9953,0
805,M_ID_0126658872,1
806,M_ID_0126a9f2b8,1
807,M_ID_0126e9447e,1
808,M_ID_01280405a1,1
809,M_ID_012819ce75,1
810,M_ID_01283f531a,1
811,M_ID_01284d0ed7,1
812,M_ID_0128774074,1
813,M_ID_0128e1fa39,1
814,M_ID_012923522a,1
815,M_ID_0129724fa3,1
816,M_ID_012990292f,1
817,M_ID_012a6f026e,1
818,M_ID_012a76f882,1
819,M_ID_012a8912e2,1
820,M_ID_012abad529,1
821,M_ID_012c04ea3a,1
822,M_ID_012c0ad7d9,1
823,M_ID_012c190b71,1
824,M_ID_012c2b2082,1
825,M_ID_012c5b11e4,1
826,M_ID_012d9f4c2d,1
827,M_ID_012db26d6a,1
828,M_ID_012e5c8160,1
829,M_ID_012e6910d6,1
830,M_ID_012e738f51,1
831,M_ID_012e9a2e3b,1
832,M_ID_012ef143dc,1
833,M_ID_012ef428ac,1
834,M_ID_012f0ab728,1
835,M_ID_012f2202ac,1
836,M_ID_012feba548,1
837,M_ID_01307f60d2,1
838,M_ID_0130c8efb7,1
839,M_ID_0130cd004e,1
840,M_ID_01317b5c4c,1
841,M_ID_0131a7e397,1
842,M_ID_0132260597,1
843,M_ID_0132584c11,1
844,M_ID_0132867b13,1
845,M_ID_0132d91831,1
846,M_ID_0132dc456c,1
847,M_ID_013319d787,1
848,M_ID_01335bc369,1
849,M_ID_0133f1cfdb,1
850,M_ID_0133fd435c,1
851,M_ID_01343be5f4,1
852,M_ID_01346fa197,1
853,M_ID_0134f82a04,1
854,M_ID_0134fdc378,1
855,M_ID_0135286d5b,1
856,M_ID_01359a7810,1
857,M_ID_01363f813e,1
858,M_ID_01368fe086,1
859,M_ID_0136991881,1
860,M_ID_0136d58445,1
861,M_ID_0136dd9002,1
862,M_ID_0136f79f8d,1
863,M_ID_0137491cd9,1
864,M_ID_013757d115,1
865,M_ID_0138a738aa,1
